name,nFunctions,nCoroutines,nChannels,nClasses,should,error,actual,detected
test511,2,3,1,3,false,NoError,true,true
test512,1,2,1,0,true,NoError,true,true
test513,4,5,2,3,true,NoError,true,true
test514,5,2,2,2,false,NoError,true,true
test515,3,4,1,0,false,NoError,false,true
test516,2,1,4,3,false,WriteToPromError,true,false
test517,2,3,1,2,true,NoError,false,false
test518,4,5,5,1,false,InvalidModelError,false,false
test519,2,3,4,0,true,NoError,true,true
test520,2,1,2,1,true,NoError,true,true
test521,5,3,1,0,false,NoError,true,true
test522,3,2,4,0,true,GraphError,true,false
test523,1,2,4,3,false,NoError,false,false
test524,5,3,4,3,false,InvalidModelError,false,false
test525,3,5,2,2,false,KotlinCompileError,false,false
test526,1,4,4,2,true,InvalidModelError,true,false
test527,3,3,5,1,false,NoError,true,false
test528,1,4,1,2,false,NoError,false,false
test529,3,4,3,0,false,NoError,false,false
test530,2,5,4,2,false,InvalidModelError,false,false
test531,4,1,3,3,false,NoError,true,true
test532,4,5,1,0,true,NoError,true,true
test533,2,1,4,0,true,NoError,true,true
test534,2,3,1,3,false,NoError,false,false
test535,5,4,4,2,true,NoError,true,true
test536,3,4,1,3,true,KotlinCompileError,false,false
test537,4,4,3,1,false,InvalidModelError,false,false
test538,4,5,5,1,false,NoError,true,true
test539,3,4,1,1,false,KotlinRuntimeError,false,false
test540,5,4,1,1,false,InvalidModelError,false,false
test541,1,3,2,2,true,NoError,false,false
test542,3,3,2,2,true,NoError,false,false
test543,1,1,3,1,false,NoError,false,false
test544,1,5,3,2,true,NoError,true,true
test545,3,1,1,1,true,NoError,true,true
test546,3,2,2,0,true,NoError,false,false
test547,2,1,5,3,true,NoError,true,true
test548,3,2,4,1,false,NoError,false,false
test549,4,2,4,1,false,InvalidModelError,false,false
test550,2,4,5,3,false,InvalidModelError,true,false
test551,1,4,2,0,false,KotlinRuntimeError,false,false
test552,3,5,4,1,true,NoError,true,true
test553,4,4,4,0,false,InvalidModelError,false,false
test554,5,2,1,0,true,InvalidModelError,false,false
test555,2,1,5,0,true,InvalidModelError,true,false
test556,2,5,4,1,true,NoError,true,true
test557,5,3,5,1,true,NoError,true,true
test558,5,3,4,1,true,NoError,true,true
test559,1,3,5,2,true,NoError,true,true
test560,5,1,1,1,false,InvalidModelError,true,false
test561,5,4,3,1,false,InvalidModelError,true,false
test562,1,3,2,3,false,InvalidModelError,false,false
test563,4,4,1,2,true,NoError,false,false
test564,3,1,4,1,true,NoError,true,true
test565,2,2,1,3,true,InvalidModelError,false,false
test566,1,1,2,2,true,NoError,false,false
test567,4,1,5,3,true,NoError,true,true
test568,2,2,2,3,false,InvalidModelError,false,false
test569,4,4,4,0,true,NoError,true,true
test570,3,3,2,1,true,NoError,true,true
test571,2,3,5,3,false,KotlinCompileError,false,false
test572,5,2,5,3,false,KotlinCompileError,false,false
test573,2,5,4,1,false,NoError,false,true
test574,3,5,2,2,true,NoError,true,true
test575,2,2,1,2,false,NoError,false,false
test576,2,2,1,0,true,NoError,true,false
test577,4,3,5,2,true,NoError,true,true
test578,3,1,2,0,false,InvalidModelError,false,false
test579,4,5,4,1,true,KotlinCompileError,false,false
test580,5,4,2,3,false,NoError,false,true
test581,4,5,2,2,true,NoError,true,false
test582,4,5,4,0,true,GraphError,true,false
test583,1,2,1,1,true,NoError,false,false
test584,5,3,1,1,false,InvalidModelError,false,false
test585,4,3,1,1,true,NoError,true,true
test586,5,2,5,1,true,NoError,true,true
test587,2,1,2,2,false,InvalidModelError,false,false
test588,2,3,2,2,false,NoError,false,true
test589,2,2,5,3,true,NoError,true,true
test590,4,3,1,2,false,NoError,false,false
test591,5,2,5,0,false,InvalidModelError,true,false
test592,5,4,5,3,false,NoError,false,false
test593,5,5,1,2,true,NoError,true,true
test594,1,4,1,2,false,KotlinCompileError,false,false
test595,4,4,3,0,true,InvalidModelError,true,false
test596,5,4,4,1,true,NoError,true,true
test597,4,2,3,0,true,NoError,true,true
test598,4,3,1,2,true,InvalidModelError,true,false
test599,2,2,5,1,false,NoError,false,false
test600,1,4,4,0,false,NoError,false,true
test601,4,4,1,1,false,InvalidModelError,true,false
test602,3,2,2,0,false,InvalidModelError,false,false
test603,1,1,5,2,true,NoError,true,true
test604,1,4,1,1,false,KotlinRuntimeError,false,false
test605,1,5,4,2,false,KotlinCompileError,false,false
test606,3,3,3,2,false,NoError,false,false
test607,3,2,1,3,true,InvalidModelError,true,false
test608,4,5,1,2,true,NoError,true,true
test609,5,1,2,3,true,KotlinCompileError,false,false
test610,2,5,4,1,false,NoError,true,true
test611,3,5,2,0,true,NoError,true,true
test612,5,3,3,2,true,InvalidModelError,true,false
test613,3,2,4,1,true,InvalidModelError,true,false
test614,1,4,4,3,true,NoError,true,true
test615,5,2,5,0,false,InvalidModelError,false,false
test616,1,3,5,0,false,NoError,false,false
test617,2,1,4,3,false,NoError,true,true
test618,2,1,1,1,false,InvalidModelError,false,false
test619,4,4,1,0,false,NoError,false,false
test620,4,3,5,2,false,InvalidModelError,true,false
test621,4,2,1,1,true,InvalidModelError,false,false
test622,1,5,5,1,false,NoError,true,true
test623,5,1,1,3,true,NoError,true,true
test624,4,2,2,2,true,NoError,true,false
test625,2,5,5,2,true,InvalidModelError,true,false
test626,3,2,3,1,true,NoError,true,true
test627,1,2,5,3,false,NoError,false,true
test628,5,5,2,0,true,NoError,true,true
test629,3,5,5,2,false,NoError,false,true
test630,5,2,5,2,false,NoError,false,false
test631,5,5,3,3,true,InvalidModelError,true,false
test632,4,2,4,0,true,GraphError,true,false
test633,2,4,3,0,true,NoError,true,true
test634,1,2,5,0,true,NoError,true,false
test635,2,4,1,0,false,NoError,false,false
test636,2,2,2,3,false,NoError,false,false
test637,4,2,5,2,true,NoError,true,true
test638,1,2,4,1,false,NoError,false,false
test639,5,5,4,0,true,GraphError,true,false
test640,1,1,3,1,false,KotlinCompileError,false,false
test641,1,1,4,1,false,WriteToPromError,true,false
test642,3,2,4,2,true,NoError,true,true
test643,3,3,2,1,false,NoError,false,false
test644,2,3,4,0,true,GraphError,true,false
test645,4,4,3,1,true,NoError,true,true
test646,1,4,4,3,false,InvalidModelError,true,false
test647,5,3,3,1,true,InvalidModelError,true,false
test648,2,3,4,2,true,NoError,false,false
test649,3,3,3,2,false,InvalidModelError,false,false
test650,1,3,2,0,true,NoError,true,true
test651,5,3,5,2,false,InvalidModelError,false,false
test652,3,3,2,2,true,NoError,true,true
test653,2,2,2,0,false,InvalidModelError,false,false
test654,5,1,5,0,true,NoError,true,true
test655,4,5,1,3,false,NoError,false,true
test656,3,1,4,0,true,NoError,true,true
test657,2,5,3,3,false,KotlinCompileError,false,false
test658,5,1,1,0,false,NoError,false,true
test659,5,2,1,1,true,KotlinRuntimeError,false,false
test660,5,1,2,0,true,NoError,true,true
test661,3,4,2,1,true,NoError,true,true
test662,2,1,4,1,false,NoError,false,false
test663,1,3,5,2,false,KotlinCompileError,false,false
test664,4,1,4,3,false,InvalidModelError,false,false
test665,2,5,5,3,false,InvalidModelError,true,false
test666,2,2,2,2,false,InvalidModelError,false,false
test667,5,3,1,2,true,NoError,true,false
test668,5,5,3,0,false,InvalidModelError,false,false
test669,4,2,4,3,false,NoError,false,false
test670,2,5,4,3,true,NoError,false,false
test671,1,3,2,3,false,InvalidModelError,false,false
test672,3,5,1,1,true,NoError,true,true
test673,5,5,5,2,false,KotlinCompileError,false,false
test674,4,1,4,3,false,NoError,true,true
test675,3,2,4,3,true,NoError,true,true
test676,2,4,5,2,false,NoError,false,false
test677,2,2,5,1,true,NoError,true,true
test678,5,5,1,1,true,NoError,true,true
test679,1,3,5,3,true,NoError,true,true
test680,2,3,5,3,true,InvalidModelError,true,false
test681,4,1,3,3,true,InvalidModelError,true,false
test682,5,2,1,1,true,NoError,true,true
test683,2,1,1,2,false,InvalidModelError,false,false
test684,1,2,2,2,false,NoError,true,true
test685,4,3,1,0,true,GraphError,true,false
test686,5,3,5,3,false,NoError,false,false
test687,2,1,3,2,false,InvalidModelError,false,false
test688,4,1,2,2,false,InvalidModelError,true,false
test689,1,2,3,2,false,InvalidModelError,true,false
test690,4,1,2,3,true,InvalidModelError,true,false
test691,5,5,5,1,true,NoError,false,false
test692,3,3,2,1,true,NoError,true,true
test693,5,2,2,0,false,NoError,false,false
test694,3,2,3,1,true,NoError,true,true
test695,4,4,4,3,false,NoError,true,false
test696,5,4,2,0,true,NoError,false,false
test697,5,4,4,3,true,KotlinCompileError,false,false
test698,3,3,3,1,false,NoError,true,false
test699,5,1,1,2,true,NoError,false,false
test700,3,3,4,3,false,InvalidModelError,false,false
test701,5,1,3,3,false,InvalidModelError,false,false
test702,3,5,3,3,true,KotlinCompileError,false,false
test703,1,5,4,0,true,KotlinCompileError,false,false
test704,1,3,5,0,true,NoError,true,true
test705,2,3,2,3,true,InvalidModelError,false,false
test706,3,2,1,2,false,NoError,false,true
test707,2,3,4,0,true,NoError,false,false
test708,4,1,3,1,true,NoError,true,true
test709,5,2,3,0,false,InvalidModelError,true,false
test710,1,4,1,0,true,NoError,true,true
test711,4,4,5,3,true,KotlinCompileError,false,false
test712,2,5,1,3,true,NoError,false,false
test713,3,3,4,2,false,InvalidModelError,true,false
test714,5,4,3,3,false,NoError,false,false
test715,1,2,1,1,false,InvalidModelError,false,false
test716,3,1,2,2,true,NoError,true,true
test717,4,1,1,2,false,NoError,false,false
test718,5,1,5,0,true,NoError,true,false
test719,2,5,4,0,false,InvalidModelError,false,false
test720,4,4,3,1,true,NoError,true,true
test721,3,1,2,3,true,InvalidModelError,true,false
test722,3,5,5,2,true,NoError,true,true
test723,3,5,5,0,false,InvalidModelError,true,false
test724,4,3,3,1,false,NoError,false,false
test725,2,4,5,2,true,NoError,true,true
test726,1,1,3,0,false,NoError,true,true
test727,3,1,4,3,true,NoError,false,false
test728,3,5,4,3,false,NoError,false,false
test729,1,1,1,1,true,NoError,false,false
test730,4,2,4,2,false,NoError,true,true
test731,5,5,4,2,false,KotlinCompileError,false,false
test732,1,5,5,0,false,NoError,true,true
test733,5,5,4,2,true,NoError,true,true
test734,1,3,2,2,false,NoError,true,true
test735,4,4,3,3,false,InvalidModelError,true,false
test736,4,4,2,0,false,InvalidModelError,false,false
test737,5,4,1,0,true,GraphError,false,false
test738,1,5,1,1,true,InvalidModelError,false,false
test739,5,5,1,0,true,KotlinCompileError,false,false
test740,2,4,1,2,false,NoError,false,true
test741,2,2,4,0,true,NoError,true,true
test742,3,4,4,1,true,NoError,false,true
test743,3,2,1,0,true,NoError,false,false
test744,5,2,3,0,false,InvalidModelError,false,false
test745,5,1,3,1,false,InvalidModelError,false,false
test746,4,5,5,0,false,NoError,false,true
test747,4,3,5,3,true,GraphError,true,false
test748,1,1,4,0,false,NoError,true,true
test749,2,2,1,3,true,NoError,false,false
test750,3,3,5,1,false,KotlinCompileError,false,false
test751,1,4,5,0,true,NoError,true,true
test752,3,4,5,0,true,NoError,true,true
test753,1,4,1,3,true,NoError,false,false
test754,4,5,5,0,false,NoError,true,true
test755,1,3,2,2,false,NoError,false,false
test756,2,1,3,1,true,NoError,false,false
test757,5,2,4,1,false,NoError,false,false
test758,4,1,4,3,true,NoError,true,true
test759,1,2,3,0,true,NoError,true,true
test760,3,4,2,1,false,InvalidModelError,true,false
test761,4,1,5,3,true,NoError,true,true
test762,5,2,3,0,true,NoError,true,true
test763,2,5,1,1,false,NoError,false,false
test764,4,2,5,3,true,NoError,true,true
test765,3,3,4,0,false,NoError,false,true
test766,3,3,4,0,true,NoError,true,true
test767,3,3,5,1,true,NoError,true,true
test768,4,1,2,3,false,InvalidModelError,false,false
test769,5,1,4,2,true,NoError,false,false
test770,3,5,3,0,false,InvalidModelError,false,false
test771,3,1,2,3,true,NoError,true,true
test772,4,3,5,2,true,NoError,true,true
test773,3,4,1,1,false,NoError,false,false
test774,5,3,1,0,false,NoError,false,true
test775,4,5,3,3,true,NoError,false,false
test776,2,4,3,1,true,NoError,false,false
test777,1,5,4,0,true,KotlinCompileError,false,false
test778,3,4,4,2,false,NoError,false,false
test779,4,5,1,0,false,InvalidModelError,true,false
test780,3,4,2,0,false,InvalidModelError,false,false
test781,5,1,3,0,false,NoError,false,true
test782,4,2,2,1,true,NoError,true,true
test783,1,5,2,2,false,NoError,false,true
test784,1,4,5,3,false,NoError,false,false
test785,3,1,4,0,false,NoError,false,true
test786,1,3,3,0,false,NoError,false,false
test787,5,5,4,1,false,InvalidModelError,true,false
test788,3,5,5,0,true,NoError,true,true
test789,5,5,4,1,true,NoError,true,true
test790,5,4,4,3,true,NoError,true,true
test791,1,4,4,1,true,NoError,true,true
test792,5,2,2,2,false,InvalidModelError,true,false
test793,1,2,2,0,true,NoError,true,true
test794,1,4,2,3,true,NoError,true,true
test795,1,2,4,2,true,NoError,false,false
test796,2,3,5,0,false,InvalidModelError,true,false
test797,1,4,4,0,true,NoError,true,true
test798,3,4,4,2,true,NoError,true,true
test799,3,5,2,1,false,NoError,true,true
test800,5,5,5,0,false,InvalidModelError,true,false
test801,2,4,4,1,true,InvalidModelError,true,false
test802,1,3,1,0,true,NoError,true,true
test803,3,1,4,0,false,NoError,true,true
test804,2,4,3,2,false,NoError,false,false
test805,3,2,5,1,false,InvalidModelError,true,false
test806,4,4,5,1,true,NoError,true,true
test807,5,1,5,3,false,KotlinCompileError,false,false
test808,2,1,5,1,false,NoError,true,true
test809,1,2,4,2,false,NoError,false,false
test810,2,5,3,2,false,KotlinRuntimeError,false,false
test811,1,3,3,1,true,NoError,true,true
test812,3,2,2,3,false,InvalidModelError,false,false
test813,5,4,1,3,true,InvalidModelError,true,false
test814,5,2,5,0,false,NoError,true,false
test815,4,2,2,0,false,NoError,false,false
test816,1,4,5,1,false,KotlinCompileError,false,false
test817,2,1,4,1,false,NoError,false,false
test818,5,4,1,0,false,NoError,false,true
test819,2,3,5,2,true,NoError,true,true
test820,1,2,3,2,false,NoError,false,false
test821,1,2,4,3,false,NoError,false,false
test822,3,5,2,3,true,InvalidModelError,true,false
test823,4,3,3,3,true,KotlinRuntimeError,false,false
test824,3,4,3,0,true,NoError,true,true
test825,4,4,2,1,true,NoError,false,false
test826,4,1,5,3,true,NoError,true,true
test827,3,4,3,0,true,NoError,true,true
test828,1,1,3,0,false,NoError,false,false
test829,5,1,2,2,false,NoError,true,false
test830,1,5,1,3,true,KotlinCompileError,false,false
test831,4,1,3,1,true,NoError,true,true
test832,5,1,2,1,true,NoError,true,true
test833,1,4,5,3,false,NoError,true,true
test834,1,2,5,0,false,GraphError,true,false
test835,1,2,1,2,true,NoError,false,false
test836,1,4,3,3,false,InvalidModelError,false,false
test837,3,3,2,1,false,NoError,false,true
test838,5,1,5,1,false,NoError,true,true
test839,4,3,5,2,false,InvalidModelError,true,false
test840,5,2,4,2,true,NoError,true,true
test841,2,1,3,1,true,NoError,false,false
test842,3,5,4,2,true,NoError,true,true
test843,3,1,1,3,false,NoError,false,true
test844,4,3,2,1,false,InvalidModelError,false,false
test845,2,1,5,3,false,NoError,true,true
test846,1,5,4,2,true,NoError,true,true
test847,1,1,3,3,false,NoError,true,true
test848,5,2,3,0,true,InvalidModelError,true,false
test849,4,2,3,0,false,NoError,true,true
test850,2,2,2,2,false,InvalidModelError,false,false
test851,3,2,3,0,false,InvalidModelError,true,false
test852,2,1,5,2,true,InvalidModelError,true,false
test853,3,2,2,1,false,NoError,false,false
test854,5,3,2,2,false,NoError,true,true
test855,1,4,2,0,false,NoError,true,true
test856,1,3,4,3,true,NoError,true,true
test857,5,1,5,3,false,GraphError,false,false
test858,2,3,2,2,false,NoError,false,true
test859,4,5,5,3,false,NoError,true,true
test860,4,5,2,3,true,NoError,true,true
test861,2,1,1,2,false,NoError,false,true
test862,1,4,3,0,true,NoError,true,true
test863,1,2,2,2,true,NoError,true,false
test864,5,2,1,1,true,NoError,true,true
test865,5,3,4,3,true,NoError,true,false
test866,2,4,2,1,true,NoError,true,true
test867,4,1,1,1,false,InvalidModelError,false,false
test868,5,4,5,3,false,KotlinCompileError,false,false
test869,4,4,5,3,false,InvalidModelError,true,false
test870,5,4,1,3,true,InvalidModelError,true,false
test871,4,2,1,2,true,InvalidModelError,true,false
test872,2,1,2,1,false,NoError,false,false
test873,4,1,5,0,true,NoError,true,true
test874,4,1,5,1,false,NoError,false,false
test875,3,2,3,3,false,NoError,false,false
test876,3,5,4,3,true,NoError,true,true
test877,3,4,4,1,true,NoError,true,true
test878,3,5,5,2,true,InvalidModelError,true,false
test879,5,1,3,2,false,InvalidModelError,false,false
test880,5,2,3,2,false,InvalidModelError,false,false
test881,4,5,3,2,true,NoError,true,true
test882,5,4,2,2,false,NoError,false,false
test883,5,4,4,3,true,InvalidModelError,true,false
test884,5,2,3,0,false,KotlinCompileError,false,false
test885,2,4,1,1,false,KotlinRuntimeError,false,false
test886,5,5,5,1,true,NoError,true,true
test887,5,2,1,1,true,InvalidModelError,true,false
test888,2,5,5,2,true,NoError,false,false
test889,5,3,4,0,true,GraphError,true,false
test890,5,5,2,3,true,NoError,true,true
test891,4,5,5,3,true,NoError,true,true
test892,1,2,1,0,false,NoError,false,true
test893,4,5,3,2,true,InvalidModelError,true,false
test894,5,2,2,0,false,InvalidModelError,true,false
test895,3,4,4,0,true,NoError,true,true
test896,3,2,1,1,false,InvalidModelError,false,false
test897,2,1,1,0,false,NoError,false,false
test898,4,4,2,1,true,NoError,true,true
test899,5,2,4,3,true,InvalidModelError,true,false
test900,4,2,3,1,true,KotlinCompileError,false,false
test901,3,1,2,1,true,NoError,true,true
test902,1,2,5,3,false,InvalidModelError,false,false
test903,2,5,2,0,false,NoError,false,false
test904,5,3,4,2,true,InvalidModelError,true,false
test905,2,3,5,2,false,NoError,false,true
test906,1,5,2,3,true,NoError,true,false
test907,5,4,4,1,false,NoError,true,true
test908,4,1,3,0,false,KotlinCompileError,false,false
test909,1,3,1,1,true,NoError,true,true
test910,3,4,3,2,true,NoError,false,false
test911,1,2,1,2,true,NoError,false,false
test912,4,3,4,3,true,NoError,true,true
test913,1,5,1,3,true,NoError,true,true
test914,5,5,3,1,true,NoError,true,true
test915,5,5,1,2,false,InvalidModelError,true,false
test916,1,2,2,2,false,NoError,false,false
test917,1,5,1,1,false,NoError,false,false
test918,1,5,4,3,true,KotlinCompileError,false,false
test919,3,4,5,0,true,InvalidModelError,true,false
test920,1,5,1,3,true,NoError,true,false
test921,5,2,1,1,true,NoError,false,false
test922,4,1,4,3,true,InvalidModelError,true,false
test923,3,3,2,1,false,NoError,false,false
test924,4,3,5,3,false,InvalidModelError,true,false
test925,1,2,4,1,false,NoError,false,true
test926,2,1,1,0,true,NoError,true,true
test927,5,4,5,2,true,NoError,true,true
test928,4,5,1,1,true,KotlinCompileError,false,false
test929,2,2,2,2,true,NoError,false,false
test930,2,4,5,2,true,GraphError,true,false
test931,4,5,1,0,false,InvalidModelError,false,false
test932,4,2,2,3,false,NoError,true,true
test933,5,5,2,1,false,InvalidModelError,true,false
test934,5,2,2,3,false,InvalidModelError,false,false
test935,4,1,3,1,false,InvalidModelError,true,false
test936,5,4,3,2,true,NoError,true,true
test937,4,4,1,2,true,NoError,true,true
test938,1,5,2,3,false,NoError,true,true
test939,1,4,3,2,false,NoError,false,false
test940,4,4,4,2,true,NoError,true,true
test941,5,4,5,0,false,NoError,true,true
test942,3,4,3,3,false,NoError,false,true
test943,4,3,2,0,true,NoError,true,true
test944,4,4,2,0,true,NoError,false,false
test945,3,4,3,3,false,InvalidModelError,false,false
test946,3,2,4,2,true,NoError,true,true
test947,4,1,1,2,false,KotlinRuntimeError,false,false
test948,1,3,3,1,true,NoError,true,true
test949,4,5,5,3,false,GraphError,true,false
test950,3,2,5,0,true,NoError,true,true
test951,4,2,1,2,false,NoError,false,false
test952,5,4,1,2,true,InvalidModelError,false,false
test953,5,2,1,0,false,NoError,false,true
test954,5,3,5,0,true,NoError,true,true
test955,4,2,4,2,true,NoError,true,true
test956,2,1,5,0,true,NoError,true,true
test957,1,4,4,2,false,InvalidModelError,false,false
test958,3,3,2,3,true,NoError,false,false
test959,2,3,3,3,false,NoError,true,false
test960,3,4,3,0,true,NoError,true,true
test961,3,1,4,2,true,NoError,false,true
test962,4,3,2,1,true,NoError,true,false
test963,2,1,4,0,false,NoError,false,true
test964,3,4,3,1,false,NoError,true,true
test965,4,4,5,0,true,GraphError,true,false
test966,3,3,5,2,true,NoError,true,false
test967,5,2,3,1,true,NoError,true,true
test968,1,3,3,2,false,NoError,true,true
test969,1,2,4,3,false,KotlinCompileError,false,false
test970,3,2,1,2,true,NoError,true,false
test971,4,2,4,0,false,InvalidModelError,true,false
test972,5,4,5,2,true,NoError,false,true
test973,4,3,3,3,true,InvalidModelError,true,false
test974,2,5,2,0,false,NoError,false,false
test975,2,2,2,2,true,NoError,false,false
test976,2,3,2,3,true,NoError,true,false
test977,3,1,5,3,true,NoError,true,true
test978,1,4,2,3,false,InvalidModelError,false,false
test979,4,4,1,2,false,NoError,false,false
test980,3,5,5,0,false,InvalidModelError,true,false
test981,1,2,5,2,false,NoError,false,false
test982,4,1,4,0,true,NoError,true,true
test983,5,3,2,0,true,NoError,true,true
test984,2,5,1,1,true,NoError,true,true
test985,1,1,3,1,true,NoError,true,true
test986,4,3,1,0,false,NoError,false,true
test987,5,5,5,0,false,NoError,true,true
test988,1,5,2,3,true,NoError,true,true
test989,2,3,1,3,false,NoError,false,true
test990,2,2,3,2,true,NoError,false,false
test991,5,4,5,1,false,NoError,true,true
test992,2,5,1,0,true,NoError,true,true
test993,2,5,2,2,false,NoError,true,true
test994,5,5,5,3,true,KotlinCompileError,false,false
test995,3,2,3,1,false,InvalidModelError,false,false
test996,2,1,5,0,true,NoError,true,true
test997,4,4,5,3,false,InvalidModelError,false,false
test998,4,2,5,2,true,NoError,true,true
test999,2,1,2,0,true,InvalidModelError,true,false
test1000,1,5,3,3,true,NoError,true,true
